OLMTA_V1_CONFIG {"seed": 17, "budget": 50000, "init": 96, "batch": 16, "pool": 60000, "ensemble": 3, "opt_gpu": 0, "eval_gpus": [0, 1], "eval_workers_per_gpu": 4, "initial_network": "immutable original OPTv1"}
/var/lib/cots-lamcts/jobs/olmta-v1-meta50k-run002b-20260915/src/validation/opt10_pretrain_completion_run.py:42: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  self.enc=nn.TransformerEncoder(el,layers,norm=nn.LayerNorm(d));self.recon=nn.Linear(d,B.FIELDS)
TRIGGER_UPDATE 527 8528 ['stagnation', 'eligible_collapse'] {"new_labels_since_update": 256, "evals_since_best": 1794, "recent_n": 128, "recent_spearman": 0.5878559329793078, "recent_high_uncertainty_fraction": 0.140625, "sigma_ref_p90": 0.043047823011875215, "eligible_pool": 0, "eligible_floor": 120}
ROUND 527 n 8528 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 1 updates_total 37
Q round528-s17 0 (64, 34, 20, 63) 23.14742179885475 gpu 1
Q round528-s17 1 (8, 34, 12, 25) 23.912746312362856 gpu 0
Q round528-s17 2 (63, 58, 44, 54) 26.373292436783156 gpu 1
Q round528-s17 3 (39, 34, 44, 17) 22.797630235773287 gpu 0
Q round528-s17 4 (64, 34, 12, 64) 22.431276715890295 gpu 1
Q round528-s17 5 (24, 34, 44, 17) 22.95906409103188 gpu 0
Q round528-s17 6 (38, 53, 52, 57) 22.87451429745955 gpu 1
Q round528-s17 7 (63, 34, 44, 24) 23.79017813586655 gpu 0
Q round528-s17 8 (38, 29, 12, 56) 23.975674744483204 gpu 1
Q round528-s17 9 (8, 58, 36, 32) 24.596381309257968 gpu 0
Q round528-s17 10 (8, 34, 28, 25) 23.55294961570488 gpu 1
Q round528-s17 11 (39, 34, 20, 17) 24.128075321962637 gpu 0
Q round528-s17 12 (64, 34, 44, 39) 22.660662303680336 gpu 1
Q round528-s17 13 (64, 34, 12, 8) 24.842626345467025 gpu 0
Q round528-s17 14 (56, 47, 15, 19) 86.12910698562129 gpu 1
Q round528-s17 15 (38, 63, 41, 10) 167.79052631084846 gpu 0
ROUND 528 n 8544 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round529-s17 0 (39, 34, 4, 64) 24.682013565842556 gpu 1
Q round529-s17 1 (65, 53, 28, 64) 22.483298337624525 gpu 0
Q round529-s17 2 (8, 58, 36, 56) 25.189193568930182 gpu 1
Q round529-s17 3 (24, 58, 4, 22) 24.592150567178244 gpu 0
Q round529-s17 4 (38, 29, 36, 33) 24.229539389313484 gpu 1
Q round529-s17 5 (64, 34, 12, 65) 24.661780632355327 gpu 0
Q round529-s17 6 (48, 34, 52, 57) 23.77772534862508 gpu 1
Q round529-s17 7 (63, 34, 4, 24) 24.421494965830398 gpu 0
Q round529-s17 8 (64, 34, 20, 39) 23.76727982945287 gpu 1
Q round529-s17 9 (39, 45, 20, 49) 24.231885859994833 gpu 0
Q round529-s17 10 (8, 58, 28, 49) 23.839651732989054 gpu 1
Q round529-s17 11 (39, 58, 28, 1) 24.38404042813895 gpu 0
Q round529-s17 12 (64, 34, 12, 16) 24.431347310807357 gpu 1
Q round529-s17 13 (24, 34, 44, 25) 24.26921939464093 gpu 0
Q round529-s17 14 (66, 71, 20, 30) 44.24254805908335 gpu 1
Q round529-s17 15 (0, 35, 47, 8) 73.79808112004737 gpu 0
ROUND 529 n 8560 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round530-s17 0 (39, 34, 36, 9) 22.958033194927623 gpu 1
Q round530-s17 1 (63, 34, 4, 65) 24.778636356363968 gpu 0
Q round530-s17 2 (39, 34, 20, 25) 25.492728409894244 gpu 1
Q round530-s17 3 (38, 5, 52, 38) 24.14855707449869 gpu 0
Q round530-s17 4 (24, 34, 44, 1) 21.35599754500728 gpu 1
Q round530-s17 5 (38, 45, 52, 56) 22.871329953405947 gpu 0
Q round530-s17 6 (38, 5, 60, 32) 24.462878412007296 gpu 1
Q round530-s17 7 (39, 58, 12, 1) 24.545143669009686 gpu 0
Q round530-s17 8 (63, 58, 36, 9) 23.557233987196685 gpu 1
Q round530-s17 9 (39, 58, 60, 9) 23.39333498995444 gpu 0
Q round530-s17 10 (39, 34, 20, 1) 24.653843740512375 gpu 1
Q round530-s17 11 (38, 53, 12, 32) 23.73034448269466 gpu 0
Q round530-s17 12 (64, 34, 28, 48) 24.031246021001454 gpu 1
Q round530-s17 13 (8, 45, 68, 32) 25.875840720067472 gpu 0
Q round530-s17 14 (30, 31, 47, 32) 142.78234294718865 gpu 1
Q round530-s17 15 (30, 22, 32, 58) 311.6683314057614 gpu 0
ROUND 530 n 8576 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round531-s17 0 (63, 34, 4, 41) 21.17616902875897 gpu 1
Q round531-s17 1 (24, 58, 44, 46) 23.950401875915688 gpu 0
Q round531-s17 2 (39, 34, 44, 25) 24.1659705867149 gpu 1
Q round531-s17 3 (65, 29, 28, 48) 23.413409887816364 gpu 0
Q round531-s17 4 (65, 53, 28, 24) 22.0066258271303 gpu 1
Q round531-s17 5 (65, 69, 36, 56) 24.925987926517326 gpu 0
Q round531-s17 6 (39, 34, 44, 1) 22.627767207209807 gpu 1
Q round531-s17 7 (38, 29, 28, 32) 24.3208370790828 gpu 0
Q round531-s17 8 (38, 5, 36, 32) 23.97545281803859 gpu 1
Q round531-s17 9 (63, 34, 44, 1) 24.054667343365736 gpu 0
Q round531-s17 10 (38, 45, 60, 57) 24.025109328984584 gpu 1
Q round531-s17 11 (8, 58, 28, 70) 23.29355848317853 gpu 0
Q round531-s17 12 (39, 58, 12, 24) 25.599893717930392 gpu 1
Q round531-s17 13 (63, 58, 44, 49) 22.987967112816207 gpu 0
Q round531-s17 14 (70, 63, 68, 15) 95.46359729670269 gpu 1
Q round531-s17 15 (59, 30, 58, 38) 47.6890073605993 gpu 0
ROUND 531 n 8592 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round532-s17 0 (63, 34, 68, 8) 22.990526858668897 gpu 1
Q round532-s17 1 (24, 34, 20, 17) 24.62118837114958 gpu 0
Q round532-s17 2 (38, 5, 52, 62) 23.68049670403834 gpu 1
Q round532-s17 3 (63, 5, 28, 1) 22.93806010728707 gpu 0
Q round532-s17 4 (38, 69, 36, 33) 23.93562785867683 gpu 1
Q round532-s17 5 (39, 34, 44, 65) 25.74586188519026 gpu 0
Q round532-s17 6 (48, 5, 60, 9) 25.88108021279163 gpu 1
Q round532-s17 7 (24, 53, 20, 32) 25.117428309566506 gpu 0
Q round532-s17 8 (8, 45, 12, 56) 24.66003599150063 gpu 1
Q round532-s17 9 (39, 58, 60, 1) 24.664829216055097 gpu 0
Q round532-s17 10 (24, 34, 20, 1) 25.31822041424933 gpu 1
Q round532-s17 11 (39, 58, 4, 63) 25.02792725717663 gpu 0
Q round532-s17 12 (38, 13, 52, 33) 23.3689722530871 gpu 1
Q round532-s17 13 (39, 45, 4, 49) 23.267263060548927 gpu 0
Q round532-s17 14 (0, 20, 6, 45) 53.78741461173749 gpu 1
Q round532-s17 15 (45, 65, 17, 21) 39.07782785937101 gpu 0
ROUND 532 n 8608 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round533-s17 0 (62, 5, 68, 40) 23.856548132120103 gpu 1
Q round533-s17 1 (48, 34, 20, 8) 22.58135233597011 gpu 0
Q round533-s17 2 (39, 34, 4, 17) 23.746872013691622 gpu 1
Q round533-s17 3 (8, 58, 4, 6) 24.25787219834418 gpu 0
Q round533-s17 4 (63, 34, 20, 1) 24.487434573488553 gpu 1
Q round533-s17 5 (8, 58, 28, 41) 25.83039981611035 gpu 0
Q round533-s17 6 (39, 58, 36, 1) 25.91906587026876 gpu 1
Q round533-s17 7 (39, 34, 12, 56) 25.993071265451483 gpu 0
Q round533-s17 8 (64, 34, 12, 48) 24.340465685954676 gpu 1
Q round533-s17 9 (24, 58, 4, 63) 24.585656233016717 gpu 0
Q round533-s17 10 (64, 34, 68, 0) 24.221395173227705 gpu 1
Q round533-s17 11 (24, 58, 28, 65) 26.812585261582466 gpu 0
Q round533-s17 12 (24, 34, 20, 25) 25.3434087812656 gpu 1
Q round533-s17 13 (65, 45, 28, 39) 24.420022005932715 gpu 0
Q round533-s17 14 (17, 22, 66, 53) 216.5241308060664 gpu 1
Q round533-s17 15 (11, 43, 55, 25) 53.70991842581971 gpu 0
ROUND 533 n 8624 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round534-s17 0 (8, 58, 36, 9) 23.97010513751995 gpu 1
Q round534-s17 1 (25, 13, 20, 8) 24.13609167939813 gpu 0
Q round534-s17 2 (62, 21, 60, 56) 23.679432750074845 gpu 1
Q round534-s17 3 (62, 45, 68, 56) 23.800156557346376 gpu 0
Q round534-s17 4 (38, 29, 52, 57) 23.570015153489116 gpu 1
Q round534-s17 5 (39, 34, 4, 24) 24.758216064026264 gpu 0
Q round534-s17 6 (24, 34, 4, 17) 23.684653743136714 gpu 1
Q round534-s17 7 (39, 34, 4, 25) 24.48083093199795 gpu 0
Q round534-s17 8 (49, 69, 52, 56) 24.322548827239537 gpu 1
Q round534-s17 9 (64, 34, 68, 24) 24.137224525057597 gpu 0
Q round534-s17 10 (38, 53, 36, 33) 24.011319394439536 gpu 1
Q round534-s17 11 (8, 58, 12, 49) 23.72320542898215 gpu 0
Q round534-s17 12 (39, 58, 28, 25) 25.62143285000886 gpu 1
Q round534-s17 13 (39, 58, 4, 41) 26.21398645232815 gpu 0
Q round534-s17 14 (11, 60, 21, 62) 350.9373511069191 gpu 1
Q round534-s17 15 (26, 58, 13, 69) 161.69956181356343 gpu 0
ROUND 534 n 8640 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round535-s17 0 (62, 29, 12, 56) 23.583469048754544 gpu 1
Q round535-s17 1 (39, 34, 44, 24) 24.334587570501313 gpu 0
Q round535-s17 2 (39, 34, 20, 40) 25.741990971931887 gpu 1
Q round535-s17 3 (39, 34, 20, 65) 27.376975097663742 gpu 0
Q round535-s17 4 (39, 45, 12, 25) 23.288306405646164 gpu 1
Q round535-s17 5 (24, 58, 52, 64) 23.82800543704822 gpu 0
Q round535-s17 6 (39, 58, 28, 70) 26.588119772668467 gpu 1
Q round535-s17 7 (64, 58, 12, 6) 26.201787108514516 gpu 0
Q round535-s17 8 (64, 58, 12, 22) 26.73200967255375 gpu 1
Q round535-s17 9 (63, 53, 44, 32) 22.984934045732412 gpu 0
Q round535-s17 10 (39, 58, 36, 9) 23.870054378426936 gpu 1
Q round535-s17 11 (8, 58, 36, 1) 23.783287806504823 gpu 0
Q round535-s17 12 (8, 58, 20, 22) 24.592916669333714 gpu 1
Q round535-s17 13 (64, 58, 36, 64) 24.293967710191765 gpu 0
Q round535-s17 14 (7, 52, 36, 24) 49.56364647749303 gpu 1
Q round535-s17 15 (64, 54, 46, 31) 93.47100784979277 gpu 0
ROUND 535 n 8656 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round536-s17 0 (62, 45, 44, 16) 21.915603878306996 gpu cache
Q round536-s17 1 (63, 58, 12, 16) 23.448079723289236 gpu 1
Q round536-s17 2 (39, 58, 52, 16) 22.809468245753045 gpu 0
Q round536-s17 3 (48, 58, 68, 8) 22.978616829105626 gpu 1
Q round536-s17 4 (65, 53, 60, 56) 24.852464108078927 gpu cache
Q round536-s17 5 (63, 21, 28, 40) 23.333813144001738 gpu 0
Q round536-s17 6 (63, 34, 4, 1) 24.255468356450766 gpu 1
Q round536-s17 7 (39, 21, 68, 17) 24.279994839180134 gpu 0
Q round536-s17 8 (38, 69, 60, 33) 24.241334835082316 gpu 1
Q round536-s17 9 (24, 58, 28, 70) 23.647007248087494 gpu 0
Q round536-s17 10 (24, 34, 44, 65) 25.409286303665255 gpu 1
Q round536-s17 11 (24, 21, 28, 40) 22.738621012296846 gpu 0
Q round536-s17 12 (39, 34, 4, 1) 24.29326104197672 gpu 1
Q round536-s17 13 (64, 58, 36, 16) 26.024884971398873 gpu 0
Q round536-s17 14 (61, 35, 42, 49) 208.44092936495304 gpu 1
Q round536-s17 15 (40, 51, 37, 49) 58.72371045752659 gpu 0
ROUND 536 n 8672 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round537-s17 0 (63, 58, 44, 41) 23.193358854433782 gpu 1
Q round537-s17 1 (63, 34, 44, 17) 23.661593492021222 gpu 0
Q round537-s17 2 (8, 58, 44, 46) 23.35448960181763 gpu 1
Q round537-s17 3 (39, 58, 12, 40) 25.47553889630031 gpu 0
Q round537-s17 4 (38, 69, 68, 57) 24.148524147192823 gpu 1
Q round537-s17 5 (63, 69, 44, 57) 22.911906949606625 gpu 0
Q round537-s17 6 (39, 34, 12, 0) 24.370052835793214 gpu 1
Q round537-s17 7 (39, 58, 68, 65) 26.2128396182086 gpu 0
Q round537-s17 8 (39, 45, 28, 56) 23.187168037335685 gpu 1
Q round537-s17 9 (8, 34, 60, 32) 25.608426096297215 gpu 0
Q round537-s17 10 (8, 34, 4, 62) 23.861169407534824 gpu 1
Q round537-s17 11 (39, 58, 12, 25) 24.746193267195114 gpu 0
Q round537-s17 12 (8, 34, 12, 65) 25.43024665194814 gpu 1
Q round537-s17 13 (9, 13, 12, 48) 23.17238079763798 gpu 0
Q round537-s17 14 (64, 47, 10, 19) 120.13052652364577 gpu 1
Q round537-s17 15 (4, 47, 64, 56) 67.56317026430376 gpu 0
ROUND 537 n 8688 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round538-s17 0 (63, 34, 20, 8) 23.87591070173115 gpu 1
Q round538-s17 1 (65, 45, 52, 63) 22.3100642171745 gpu 0
Q round538-s17 2 (48, 58, 28, 8) 22.694543176177962 gpu 1
Q round538-s17 3 (49, 69, 4, 0) 23.59545393125496 gpu 0
Q round538-s17 4 (38, 13, 12, 57) 23.810507610897957 gpu 1
Q round538-s17 5 (25, 45, 52, 24) 21.534529916631957 gpu 0
Q round538-s17 6 (49, 29, 4, 8) 22.72013893798502 gpu 1
Q round538-s17 7 (25, 29, 4, 63) 24.056930132774962 gpu 0
Q round538-s17 8 (63, 58, 20, 49) 25.376388312284128 gpu 1
Q round538-s17 9 (25, 69, 60, 56) 25.28253577112732 gpu 0
Q round538-s17 10 (63, 58, 44, 64) 26.676523627114484 gpu 1
Q round538-s17 11 (62, 5, 52, 38) 23.762945808945748 gpu 0
Q round538-s17 12 (65, 21, 36, 64) 24.465541044932678 gpu 1
Q round538-s17 13 (39, 5, 68, 17) 23.357529567669413 gpu 0
Q round538-s17 14 (27, 70, 48, 5) 47.06638650490635 gpu 1
Q round538-s17 15 (20, 60, 2, 58) 139.0791889702903 gpu 0
ROUND 538 n 8704 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round539-s17 0 (63, 58, 12, 8) 22.679327734977022 gpu 1
Q round539-s17 1 (63, 34, 20, 41) 22.269048160271858 gpu 0
Q round539-s17 2 (62, 13, 4, 56) 23.043266114179552 gpu 1
Q round539-s17 3 (62, 45, 36, 57) 24.805441330194665 gpu 0
Q round539-s17 4 (25, 45, 52, 64) 22.9562258273834 gpu 1
Q round539-s17 5 (63, 58, 44, 40) 26.120493118794386 gpu 0
Q round539-s17 6 (63, 58, 20, 40) 26.544091443877583 gpu 1
Q round539-s17 7 (63, 58, 20, 48) 24.860382681124836 gpu 0
Q round539-s17 8 (25, 29, 36, 56) 24.820001574927474 gpu 1
Q round539-s17 9 (38, 53, 60, 33) 23.917217908985755 gpu 0
Q round539-s17 10 (39, 58, 20, 38) 26.49874285364095 gpu 1
Q round539-s17 11 (39, 58, 20, 15) 25.562927696148222 gpu 0
Q round539-s17 12 (24, 34, 4, 1) 25.32736102948645 gpu 1
Q round539-s17 13 (39, 34, 68, 57) 24.93080025954553 gpu 0
Q round539-s17 14 (59, 22, 64, 70) 67.40660153750889 gpu 1
Q round539-s17 15 (51, 18, 14, 27) 95.29407100778101 gpu 0
ROUND 539 n 8720 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round540-s17 0 (63, 58, 12, 40) 24.669827564328845 gpu 1
Q round540-s17 1 (64, 21, 20, 46) 22.77148300772397 gpu 0
Q round540-s17 2 (64, 58, 60, 16) 25.867477119380396 gpu 1
Q round540-s17 3 (63, 34, 68, 17) 28.181237318908536 gpu 0
Q round540-s17 4 (64, 58, 60, 64) 23.653457480420474 gpu 1
Q round540-s17 5 (8, 29, 28, 33) 26.43432914498668 gpu 0
Q round540-s17 6 (62, 45, 28, 56) 23.279630644012208 gpu 1
Q round540-s17 7 (63, 34, 12, 1) 24.787413437204165 gpu 0
Q round540-s17 8 (24, 58, 12, 25) 24.362479758491595 gpu 1
Q round540-s17 9 (39, 58, 12, 14) 27.749135499759156 gpu 0
Q round540-s17 10 (24, 58, 4, 41) 25.613422822359794 gpu 1
Q round540-s17 11 (8, 58, 52, 39) 24.50520068258705 gpu 0
Q round540-s17 12 (65, 5, 52, 40) 23.450907253998665 gpu 1
Q round540-s17 13 (24, 58, 12, 54) 23.946509524405396 gpu 0
Q round540-s17 14 (24, 51, 66, 70) 201.03898244668272 gpu 1
Q round540-s17 15 (19, 64, 50, 47) 109.6599045046219 gpu 0
ROUND 540 n 8736 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round541-s17 0 (62, 45, 12, 48) 23.859891031678483 gpu 1
Q round541-s17 1 (62, 69, 28, 57) 22.608191605473078 gpu 0
Q round541-s17 2 (38, 45, 36, 57) 23.833032030099687 gpu 1
Q round541-s17 3 (25, 45, 52, 48) 24.226410875040123 gpu 0
Q round541-s17 4 (9, 13, 60, 0) 30.436285812904156 gpu 1
Q round541-s17 5 (25, 53, 28, 64) 23.023772475299225 gpu 0
Q round541-s17 6 (39, 34, 44, 40) 24.878567084861167 gpu 1
Q round541-s17 7 (39, 29, 28, 17) 22.60776802027601 gpu 0
Q round541-s17 8 (63, 34, 28, 17) 27.199262226706313 gpu 1
Q round541-s17 9 (25, 69, 60, 32) 23.749644355128602 gpu 0
Q round541-s17 10 (8, 45, 44, 8) 23.2751100766527 gpu 1
Q round541-s17 11 (38, 21, 68, 62) 24.294177733912306 gpu 0
Q round541-s17 12 (64, 34, 52, 48) 26.034474320983517 gpu 1
Q round541-s17 13 (39, 58, 12, 54) 27.703185544311207 gpu 0
Q round541-s17 14 (38, 61, 23, 9) 72.67467791152076 gpu 1
Q round541-s17 15 (63, 48, 6, 10) 211.71101057508622 gpu 0
ROUND 541 n 8752 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round542-s17 0 (63, 58, 52, 41) 26.856015980604973 gpu 1
Q round542-s17 1 (24, 58, 4, 6) 24.08446690419059 gpu 0
Q round542-s17 2 (65, 53, 36, 32) 25.043597493078387 gpu cache
Q round542-s17 3 (49, 13, 12, 56) 24.522540424726948 gpu 1
Q round542-s17 4 (25, 53, 36, 56) 26.39782884847168 gpu 0
Q round542-s17 5 (8, 58, 28, 30) 23.174771916922037 gpu 1
Q round542-s17 6 (64, 34, 28, 24) 23.457350541635854 gpu 0
Q round542-s17 7 (8, 58, 68, 70) 23.485845145841765 gpu 1
Q round542-s17 8 (39, 58, 4, 15) 25.57603895248299 gpu 0
Q round542-s17 9 (38, 45, 28, 38) 24.267701151200814 gpu 1
Q round542-s17 10 (65, 29, 4, 40) 25.267023584631595 gpu 0
Q round542-s17 11 (9, 69, 60, 39) 29.309508898917343 gpu 1
Q round542-s17 12 (24, 45, 60, 9) 24.360718602236826 gpu 0
Q round542-s17 13 (38, 69, 28, 57) 24.39215929073012 gpu 1
Q round542-s17 14 (71, 57, 6, 41) 83.20350993173116 gpu 0
Q round542-s17 15 (56, 25, 9, 32) 59.56635584922274 gpu 1
ROUND 542 n 8768 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 37
Q round543-s17 0 (38, 29, 44, 40) 23.8289767116319 gpu 0
Q round543-s17 1 (25, 53, 12, 64) 22.752923494332634 gpu 1
Q round543-s17 2 (9, 13, 12, 63) 23.185592400566247 gpu 0
Q round543-s17 3 (62, 21, 20, 16) 23.927236648933523 gpu cache
Q round543-s17 4 (38, 53, 68, 57) 24.269485765282425 gpu 1
Q round543-s17 5 (8, 58, 44, 22) 23.81994941586037 gpu 0
Q round543-s17 6 (25, 29, 60, 56) 25.126066617477587 gpu 1
Q round543-s17 7 (39, 58, 36, 8) 26.550853729884825 gpu 0
Q round543-s17 8 (24, 34, 20, 65) 27.14424722211734 gpu 1
Q round543-s17 9 (63, 53, 20, 57) 24.267566039637 gpu 0
Q round543-s17 10 (63, 58, 20, 64) 28.33743624789961 gpu 1
Q round543-s17 11 (48, 58, 68, 9) 26.67534663533158 gpu 0
Q round543-s17 12 (24, 21, 68, 56) 24.22930925169131 gpu 1
Q round543-s17 13 (39, 45, 20, 17) 24.21810629175325 gpu 0
Q round543-s17 14 (12, 67, 15, 71) 49.542357786845734 gpu 1
Q round543-s17 15 (3, 6, 38, 19) 84.90367160671597 gpu 0
TRIGGER_UPDATE 543 8784 ['stagnation', 'eligible_collapse'] {"new_labels_since_update": 256, "evals_since_best": 2050, "recent_n": 128, "recent_spearman": 0.6506649423182568, "recent_high_uncertainty_fraction": 0.1171875, "sigma_ref_p90": 0.04706264771521092, "eligible_pool": 0, "eligible_floor": 120}
ROUND 543 n 8784 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 1 updates_total 38
Q round544-s17 0 (39, 45, 68, 41) 22.028573771138447 gpu 1
Q round544-s17 1 (63, 53, 20, 41) 22.557439132258637 gpu 0
Q round544-s17 2 (39, 29, 68, 17) 23.659874121115234 gpu 1
Q round544-s17 3 (48, 34, 4, 8) 23.74347488626032 gpu 0
Q round544-s17 4 (9, 13, 52, 39) 22.913866516600585 gpu 1
Q round544-s17 5 (38, 45, 52, 38) 23.62508332583167 gpu 0
Q round544-s17 6 (48, 58, 52, 9) 24.813889181262063 gpu 1
Q round544-s17 7 (39, 45, 52, 57) 23.95070500527772 gpu 0
Q round544-s17 8 (48, 29, 44, 17) 25.393476124719722 gpu 1
Q round544-s17 9 (64, 53, 28, 57) 24.468528071824206 gpu 0
Q round544-s17 10 (38, 13, 4, 56) 25.026445663998505 gpu 1
Q round544-s17 11 (62, 45, 52, 16) 26.91543418596172 gpu cache
Q round544-s17 12 (8, 58, 12, 14) 23.123490569669176 gpu 0
Q round544-s17 13 (24, 21, 52, 32) 25.27390355514959 gpu 1
Q round544-s17 14 (21, 56, 36, 41) 42.9301466403621 gpu 0
Q round544-s17 15 (3, 65, 13, 38) 59.09092353431524 gpu 1
ROUND 544 n 8800 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 38
Q round545-s17 0 (9, 13, 68, 63) 22.295047246781937 gpu 0
Q round545-s17 1 (25, 13, 20, 39) 23.8537940558908 gpu 1
Q round545-s17 2 (63, 13, 20, 33) 26.94555518214734 gpu 0
Q round545-s17 3 (64, 21, 4, 22) 25.476474773745313 gpu 1
Q round545-s17 4 (49, 13, 12, 32) 25.179885743562306 gpu 0
Q round545-s17 5 (25, 53, 68, 48) 25.487065462051767 gpu 1
Q round545-s17 6 (25, 29, 68, 8) 23.495943448572977 gpu 0
Q round545-s17 7 (64, 21, 36, 38) 25.38487137964489 gpu 1
Q round545-s17 8 (9, 13, 20, 63) 24.606600113638343 gpu 0
Q round545-s17 9 (25, 53, 60, 32) 24.06398355818975 gpu 1
Q round545-s17 10 (63, 45, 28, 57) 23.539319343423323 gpu 0
Q round545-s17 11 (64, 29, 68, 57) 24.549326859097643 gpu 1
Q round545-s17 12 (63, 45, 44, 25) 23.40452873180837 gpu 0
Q round545-s17 13 (24, 21, 44, 54) 26.81629445757328 gpu 1
Q round545-s17 14 (70, 34, 66, 16) 75.04471998030627 gpu 0
Q round545-s17 15 (18, 9, 23, 11) 119.61789103299625 gpu 1
ROUND 545 n 8816 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 38
Q round546-s17 0 (62, 21, 52, 62) 23.992537020211174 gpu 0
Q round546-s17 1 (65, 69, 52, 0) 25.303816793243357 gpu 1
Q round546-s17 2 (25, 53, 20, 63) 23.109422426262437 gpu 0
Q round546-s17 3 (38, 29, 60, 32) 25.715780770536124 gpu 1
Q round546-s17 4 (25, 21, 52, 63) 23.696748122955725 gpu 0
Q round546-s17 5 (65, 13, 36, 32) 23.112232769410443 gpu 1
Q round546-s17 6 (25, 53, 36, 32) 24.24879029686005 gpu 0
Q round546-s17 7 (39, 29, 28, 1) 25.130195905772574 gpu 1
Q round546-s17 8 (24, 21, 68, 40) 23.747304937572334 gpu 0
Q round546-s17 9 (38, 45, 52, 49) 23.499775075407733 gpu 1
Q round546-s17 10 (39, 58, 60, 8) 25.063460430892434 gpu 0
Q round546-s17 11 (8, 58, 68, 30) 23.254330275182326 gpu 1
Q round546-s17 12 (25, 53, 60, 56) 24.20550223917366 gpu 0
Q round546-s17 13 (25, 29, 4, 39) 23.539151315641387 gpu 1
Q round546-s17 14 (30, 16, 22, 30) 106.1724702562589 gpu 0
Q round546-s17 15 (56, 57, 58, 43) 56.228225721027826 gpu 1
ROUND 546 n 8832 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 38
Q round547-s17 0 (62, 53, 52, 57) 22.98294268923402 gpu 0
Q round547-s17 1 (25, 45, 52, 63) 24.80999179477775 gpu 1
Q round547-s17 2 (25, 53, 12, 24) 23.413487390669403 gpu 0
Q round547-s17 3 (9, 13, 44, 63) 24.438738832494597 gpu 1
Q round547-s17 4 (64, 34, 28, 0) 23.696118059008064 gpu 0
Q round547-s17 5 (38, 45, 12, 62) 24.493180244069993 gpu 1
Q round547-s17 6 (62, 21, 68, 38) 24.538387792694817 gpu 0
Q round547-s17 7 (38, 45, 52, 62) 24.556661423485494 gpu 1
Q round547-s17 8 (63, 45, 20, 25) 24.54386329831724 gpu 0
Q round547-s17 9 (24, 29, 4, 56) 24.89151323309068 gpu 1
Q round547-s17 10 (39, 34, 20, 24) 24.700265231727585 gpu 0
Q round547-s17 11 (39, 5, 28, 17) 23.523771375934594 gpu 1
Q round547-s17 12 (8, 34, 44, 63) 24.833310656937364 gpu 0
Q round547-s17 13 (63, 45, 52, 33) 23.927132555958043 gpu 1
Q round547-s17 14 (40, 69, 63, 23) 74.33626362663966 gpu 0
Q round547-s17 15 (0, 50, 45, 36) 183.86382760103058 gpu 1
ROUND 547 n 8848 bestJ 15.477280283970245 best (64, 34, 68, 38) eligible 0 update 0 updates_total 38
Q round548-s17 0 (65, 53, 28, 48) 24.457503187582084 gpu 0
Q round548-s17 1 (65, 29, 52, 16) 23.543549831291827 gpu 1
Q round548-s17 2 (9, 13, 68, 39) 21.451011681531444 gpu 0
Q round548-s17 3 (63, 69, 20, 57) 24.129131863577236 gpu 1
Q round548-s17 4 (62, 29, 36, 33) 24.150928140425975 gpu 0
Q round548-s17 5 (62, 13, 20, 32) 24.815157121845857 gpu 1
Q round548-s17 6 (25, 21, 52, 39) 23.96980069018102 gpu 0
Q round548-s17 7 (9, 13, 12, 0) 23.71951205037146 gpu 1
Q round548-s17 8 (65, 45, 60, 38) 25.484758352199304 gpu 0
Q round548-s17 9 (8, 34, 44, 39) 23.546411563970885 gpu 1
Q round548-s17 10 (9, 29, 36, 63) 30.18198167858464 gpu 0
